BoatName,BoatID,Day,Kg,Duration,Temperature,temperature,chlor_a,geometry
Korbin,113,2020-04-01,185,12,12.9,13.817755000000034,1.92,POINT (92 240)
Korbin,113,2020-04-02,46494,12,12.4,14.105459999999994,1.45,POINT (94 241)
Korbin,113,2020-04-03,52964,12,11.6,13.175185000000056,1.71,POINT (94 241)
Korbin,113,2020-04-04,54944,12,14.4,13.021335000000022,2.17,POINT (96 244)
Korbin,113,2020-04-05,50602,12,13.3,11.245060000000024,1.98,POINT (96 244)
Korbin,113,2020-04-06,46433,12,13.5,12.707910000000027,2.13,POINT (96 244)
Korbin,113,2020-04-07,33210,12,13.0,12.441640000000007,1.58,POINT (97 244)
Korbin,113,2020-04-08,31488,12,10.6,11.086585000000014,1.55,POINT (96 244)
Korbin,113,2020-04-09,25067,12,10.9,11.454050000000052,1.75,POINT (96 244)
Korbin,113,2020-04-10,8708,12,11.1,11.815530000000024,2.38,POINT (97 245)
Korbin,113,2020-04-11,34686,12,11.5,11.865335000000016,1.17,POINT (96 244)
Korbin,113,2020-04-18,26384,2,12.3,12.331140000000005,1.12,POINT (94 241)
Korbin,113,2020-04-19,51328,12,12.9,14.393766500000027,1.03,POINT (94 242)
Korbin,113,2020-04-20,27946,12,11.3,13.133879500000035,1.46,POINT (94 242)
Korbin,113,2020-04-21,42952,12,11.9,11.579295000000002,1.19,POINT (94 242)
Korbin,113,2020-04-22,47466,12,11.6,12.748649999999998,2.06,POINT (94 241)
Korbin,113,2020-04-23,39926,12,11.4,12.355705000000057,1.05,POINT (94 241)
Korbin,113,2020-04-24,6667,12,11.8,12.535356999999976,1.88,POINT (94 241)
Korbin,113,2020-04-25,1304,12,11.4,12.343025000000011,1.61,POINT (94 241)
Korbin,113,2020-04-26,40221,12,13.1,14.057200000000023,1.27,POINT (99 247)
Korbin,113,2020-04-27,33382,12,12.9,13.294330000000002,1.29,POINT (99 246)
Korbin,113,2020-04-28,51660,12,11.3,13.302621499999987,1.28,POINT (94 241)
Korbin,113,2020-04-29,2509,12,9.9,13.483460499999978,1.29,POINT (93 241)
Korbin,113,2020-04-30,1205,12,9.4,10.901089500000012,1.33,POINT (94 242)
Korbin,113,2020-05-01,4846,12,9.5,12.087966000000051,0.74,POINT (94 241)
Korbin,113,2020-05-03,1427,12,9.6,13.233134000000064,1.2,POINT (96 244)
Korbin,113,2020-05-04,36556,12,9.1,11.4653275,1.31,POINT (97 245)
Korbin,113,2020-05-05,44305,12,9.4,11.543686500000035,1.72,POINT (97 245)
Korbin,113,2020-05-06,16851,12,9.5,9.125575000000026,1.08,POINT (97 245)
Korbin,113,2020-05-07,11095,12,9.7,11.464097000000038,1.75,POINT (97 245)
Korbin,113,2020-05-08,11611,12,9.4,13.340716000000043,1.34,POINT (97 245)
Korbin,113,2020-05-09,271,12,9.5,11.581025000000068,1.47,POINT (97 245)
Korbin,113,2020-05-10,1304,12,10.4,9.588234999999997,2.0,POINT (97 245)
Korbin,113,2020-05-11,16605,12,10.0,10.471065000000067,0.96,POINT (95 242)
Korbin,113,2020-05-12,20147,12,9.9,10.500835000000052,1.24,POINT (95 242)
Korbin,113,2020-05-13,18475,12,10.0,11.514908999999989,0.43,POINT (95 242)
Korbin,113,2020-05-14,1353,12,10.3,11.476970000000051,1.19,POINT (95 242)
Korbin,113,2020-05-15,5412,12,8.9,10.776899500000013,1.17,POINT (94 242)
Korbin,113,2020-05-16,15080,12,8.8,10.625595500000031,0.95,POINT (95 242)
Korbin,113,2020-05-17,3444,12,8.9,8.66677500000003,1.12,POINT (95 243)
Korbin,113,2020-05-20,79077,12,8.8,11.93776600000001,1.19,POINT (94 242)
Korbin,113,2020-05-21,1919,12,8.5,8.681100000000015,1.15,POINT (94 242)
Korbin,113,2020-05-22,812,12,8.7,9.042824999999993,1.45,POINT (92 240)
Korbin,113,2020-05-23,11119,12,8.6,10.434311999999977,1.29,POINT (93 241)
Korbin,113,2020-05-24,738,12,8.2,9.430005000000051,0.93,POINT (94 241)
Korbin,113,2020-05-26,221,12,8.2,7.540870000000041,1.31,POINT (93 241)
Korbin,113,2020-05-27,566,12,8.4,9.591722000000004,1.26,POINT (94 242)
Korbin,113,2020-05-28,29200,12,12.0,11.16172800000004,1.2,POINT (94 239)
Korbin,113,2020-05-29,32349,12,11.8,10.036734500000023,1.16,POINT (93 239)
Korbin,113,2020-05-30,39864,12,12.0,10.966255000000046,1.09,POINT (94 239)
Korbin,113,2020-05-31,31783,12,11.6,10.756204000000025,1.69,POINT (94 239)
Korbin,113,2020-06-01,17503,12,11.0,9.91522500000002,1.16,POINT (93 239)
Korbin,113,2020-06-07,3813,12,11.0,10.258874999999989,1.26,POINT (93 239)
Korbin,113,2020-06-08,12362,12,11.1,11.533974000000057,1.15,POINT (94 239)
Korbin,113,2020-06-09,3001,12,10.7,10.788078499999983,1.31,POINT (94 240)
Korbin,113,2020-06-10,21587,12,10.6,10.388498500000026,0.32,POINT (93 239)
Korbin,113,2020-06-11,24182,12,10.2,9.84426000000002,1.59,POINT (93 239)
Korbin,113,2020-06-12,21796,12,10.6,9.978950000000054,1.57,POINT (93 239)
Korbin,113,2020-06-13,4772,12,10.5,9.984958000000006,1.3,POINT (93 239)
Korbin,113,2020-06-14,9225,12,9.7,9.453309999999988,1.21,POINT (94 239)
Korbin,113,2020-06-15,5264,12,10.1,10.701930000000004,1.24,POINT (94 238)
Korbin,113,2020-06-16,18868,12,10.3,9.622670000000028,1.21,POINT (94 239)
Korbin,113,2020-06-17,1181,12,9.8,9.975307000000043,1.2,POINT (94 239)
Korbin,113,2020-06-21,13100,12,11.1,10.456700000000069,1.21,POINT (95 240)
Korbin,113,2020-06-22,45904,12,10.2,9.8543545,1.33,POINT (95 240)
Korbin,113,2020-06-23,27478,12,10.7,9.803524000000039,1.37,POINT (95 240)
Korbin,113,2020-06-24,6950,12,10.2,9.80642499999999,1.14,POINT (95 240)
Korbin,113,2020-06-25,10676,12,10.1,9.742425000000026,1.45,POINT (95 240)
Korbin,113,2020-06-26,7036,12,9.6,10.411065000000008,0.94,POINT (96 240)
Korbin,113,2020-06-27,603,12,9.5,10.08483000000001,0.79,POINT (96 240)
Korbin,113,2020-06-28,3604,12,10.3,9.762045000000057,1.3,POINT (95 239)
Korbin,113,2020-06-29,6199,12,9.8,9.575981500000012,1.12,POINT (94 238)
Korbin,113,2020-06-30,2337,12,10.4,9.405021000000033,1.11,POINT (95 238)
Armani,114,2020-01-16,8760,12,15.5,14.354800000000012,1.44,POINT (91 235)
Armani,114,2020-01-17,18240,12,15.3,14.105185000000006,0.97,POINT (89 233)
Armani,114,2020-01-18,10980,12,15.2,14.988585,0.69,POINT (90 232)
Armani,114,2020-01-19,17880,12,15.0,15.019845000000032,0.57,POINT (90 232)
Armani,114,2020-01-23,12620,12,15.0,15.209400000000016,1.09,POINT (89 234)
Armani,114,2020-01-24,18300,12,15.9,15.43709350000006,1.13,POINT (88 235)
Armani,114,2020-01-25,12920,12,14.9,14.721171500000025,1.27,POINT (88 235)
Armani,114,2020-01-26,16400,12,14.9,14.686469999999986,0.91,POINT (89 235)
Armani,114,2020-01-27,13340,12,14.9,14.456110000000024,1.1,POINT (89 235)
Armani,114,2020-01-28,17340,12,15.3,14.752053000000046,0.73,POINT (89 235)
Armani,114,2020-01-29,18100,12,15.3,14.851525000000038,0.9,POINT (89 234)
Armani,114,2020-01-30,18500,12,16.0,13.745150000000024,0.76,POINT (88 235)
Armani,114,2020-01-31,29940,12,16.2,14.044015000000059,1.05,POINT (88 235)
Armani,114,2020-02-01,21820,12,15.9,14.04594000000003,1.12,POINT (88 234)
Armani,114,2020-02-02,36180,12,15.5,14.310375000000022,0.82,POINT (88 234)
Armani,114,2020-02-03,27260,12,15.0,14.522361500000045,0.69,POINT (88 234)
Armani,114,2020-02-04,11640,12,15.0,15.353556000000026,0.7,POINT (88 234)
Armani,114,2020-02-05,13040,12,15.1,15.111730000000023,0.87,POINT (88 234)
Armani,114,2020-02-10,21620,12,15.5,15.917490000000043,0.78,POINT (89 234)
Armani,114,2020-02-11,23000,12,15.5,15.920775000000049,0.72,POINT (89 234)
Armani,114,2020-02-12,24000,12,15.5,16.213637500000004,0.73,POINT (89 234)
Armani,114,2020-02-13,20240,12,15.5,16.172225000000026,0.67,POINT (89 234)
Armani,114,2020-02-14,20400,12,15.5,15.788260000000037,0.72,POINT (89 234)
Armani,114,2020-02-15,26200,12,15.5,15.020849999999996,0.98,POINT (87 234)
Armani,114,2020-02-16,14080,12,15.5,15.173875000000066,1.03,POINT (87 234)
Armani,114,2020-02-17,26560,12,15.5,15.885732000000019,1.7,POINT (88 234)
Armani,114,2020-02-18,22740,12,15.3,15.470815000000016,1.05,POINT (88 234)
Armani,114,2020-02-19,17820,12,15.2,15.44965400000001,1.13,POINT (88 234)
Armani,114,2020-02-20,19840,12,15.0,14.628610000000037,0.77,POINT (88 234)
Armani,114,2020-02-21,25940,12,15.0,14.83693500000004,1.0,POINT (89 234)
Armani,114,2020-02-22,15500,12,15.0,15.088175000000035,0.93,POINT (89 234)
Armani,114,2020-02-23,5820,12,14.8,14.53179,1.56,POINT (88 234)
Armani,114,2020-02-24,6500,12,15.0,14.987648500000034,1.9,POINT (88 234)
Armani,114,2020-02-25,5000,12,15.9,14.589715000000012,0.91,POINT (88 233)
Armani,114,2020-02-26,5720,12,14.9,15.328852999999981,1.2,POINT (89 234)
Armani,114,2020-03-01,7000,12,15.5,16.20249000000001,0.71,POINT (90 234)
Armani,114,2020-03-02,7500,12,15.5,16.043930000000046,0.58,POINT (90 234)
Armani,114,2020-03-03,10020,12,15.5,16.55736999999999,0.61,POINT (90 234)
Armani,114,2020-03-04,6620,12,15.5,15.87679300000002,1.12,POINT (88 235)
Armani,114,2020-03-05,1620,12,15.5,16.085901500000034,0.6,POINT (89 235)
Armani,114,2020-03-06,5000,12,15.5,16.100767500000018,1.11,POINT (89 235)
Armani,114,2020-03-07,6180,12,15.5,15.60018550000001,0.61,POINT (89 235)
Armani,114,2020-03-08,2820,12,15.5,15.078580000000045,0.68,POINT (90 235)
Armani,114,2020-03-09,1600,12,15.5,15.577480000000037,0.62,POINT (90 235)
Armani,114,2020-03-10,1840,12,15.5,15.216700000000003,0.76,POINT (89 235)
Armani,114,2020-03-12,9440,12,15.0,13.283157000000017,1.18,POINT (84 237)
Armani,114,2020-03-13,7800,12,15.0,15.805811000000006,1.18,POINT (83 237)
Armani,114,2020-03-14,4980,12,14.8,13.57524950000004,1.81,POINT (84 237)
Armani,114,2020-03-15,5000,12,15.0,11.264665000000036,1.22,POINT (84 237)
Armani,114,2020-03-16,1760,12,15.0,11.621980000000008,1.42,POINT (84 237)
Armani,114,2020-03-17,4560,12,14.9,13.326519000000019,1.58,POINT (84 238)
Armani,114,2020-03-18,3800,12,14.9,11.189754999999991,1.7,POINT (84 238)
Armani,114,2020-03-19,1980,12,14.9,13.331617499999993,1.95,POINT (84 238)
Armani,114,2020-03-20,2080,12,15.3,13.278937499999984,1.03,POINT (84 238)
Armani,114,2020-03-22,4460,12,16.0,15.787162500000022,1.08,POINT (84 238)
Armani,114,2020-03-23,4220,12,16.2,11.17234000000002,1.12,POINT (85 238)
Armani,114,2020-03-24,2500,12,15.9,11.611650000000054,1.41,POINT (85 238)
Armani,114,2020-03-25,12760,12,15.5,11.342520000000036,1.05,POINT (83 238)
Armani,114,2020-03-26,2300,12,15.0,11.23784999999998,1.65,POINT (84 238)
Armani,114,2020-03-29,7920,12,15.0,12.774900000000002,1.24,POINT (90 239)
Armani,114,2020-03-31,6320,12,14.9,12.957465000000013,1.22,POINT (90 239)
Armani,114,2020-04-06,43680,12,14.9,12.707910000000027,2.13,POINT (96 244)
Armani,114,2020-04-07,30900,12,14.5,11.352175000000045,1.64,POINT (96 244)
Armani,114,2020-04-08,12600,12,14.5,12.370004999999992,1.46,POINT (97 244)
Armani,114,2020-04-09,19620,12,14.5,11.454050000000052,1.75,POINT (96 244)
Armani,114,2020-04-10,35480,12,14.5,11.888590000000022,2.13,POINT (96 244)
Armani,114,2020-04-11,27880,12,14.5,11.865335000000016,1.17,POINT (96 244)
Armani,114,2020-04-18,20320,12,15.5,11.915715000000034,1.12,POINT (96 244)
Armani,114,2020-04-19,6000,12,15.5,14.393766500000027,1.54,POINT (96 244)
Armani,114,2020-04-20,42740,12,15.5,14.32188450000001,1.78,POINT (98 245)
Armani,114,2020-04-21,31000,12,15.5,13.424134999999978,1.02,POINT (98 245)
Armani,114,2020-04-22,42120,12,15.5,12.540585000000021,1.97,POINT (98 246)
Armani,114,2020-04-23,49880,12,15.5,12.339585000000056,1.3,POINT (98 246)
Armani,114,2020-04-24,45280,12,15.5,13.654899999999998,2.39,POINT (98 246)
Armani,114,2020-04-25,30320,12,15.3,10.035410000000013,1.63,POINT (98 246)
Armani,114,2020-04-26,34960,12,15.2,12.17349999999999,2.14,POINT (98 246)
Armani,114,2020-04-27,40600,12,15.0,15.745671500000014,1.29,POINT (99 247)
Armani,114,2020-04-28,27680,12,15.0,13.302621499999987,1.28,POINT (99 247)
Armani,114,2020-05-01,27920,12,15.0,9.93766000000005,0.74,POINT (99 246)
Armani,114,2020-05-02,11480,12,15.9,10.276430000000005,0.84,POINT (99 246)
Armani,114,2020-05-03,6760,12,14.9,14.47541000000001,1.2,POINT (99 247)
Armani,114,2020-05-04,19520,12,14.9,13.117865000000052,1.39,POINT (98 246)
Armani,114,2020-05-05,6000,12,14.9,11.264771500000052,1.96,POINT (98 246)
Armani,114,2020-05-07,5840,12,15.3,11.464097000000038,1.75,POINT (97 245)
Armani,114,2020-05-08,5480,12,16.0,13.340716000000043,1.34,POINT (97 245)
Armani,114,2020-05-09,6080,12,16.2,11.658830000000023,1.48,POINT (98 246)
Armani,114,2020-05-10,5840,12,15.9,9.700950000000034,2.05,POINT (98 246)
Armani,114,2020-05-11,39880,12,15.5,9.56586500000003,1.23,POINT (98 246)
Armani,114,2020-05-12,4040,12,15.0,8.545360000000073,1.99,POINT (98 246)
Armani,114,2020-05-19,2760,12,15.5,11.858893500000022,1.13,POINT (94 242)
Armani,114,2020-05-20,2360,12,15.5,11.93776600000001,1.19,POINT (94 242)
Armani,114,2020-05-22,6480,12,15.5,9.73121500000002,1.04,POINT (94 241)
Armani,114,2020-05-23,3600,12,15.5,11.123137000000042,1.29,POINT (94 241)
Armani,114,2020-05-24,2840,12,15.5,11.824100000000044,1.01,POINT (96 241)
Armani,114,2020-05-25,5760,12,15.3,11.903212499999995,1.31,POINT (94 241)
Armani,114,2020-05-26,21840,12,15.2,8.851492500000063,1.31,POINT (94 242)
Armani,114,2020-05-28,19240,12,15.0,9.775633000000028,1.2,POINT (94 242)
Armani,114,2020-05-29,400,12,15.0,10.96133850000001,1.16,POINT (94 242)
Armani,114,2020-05-30,26140,12,14.8,10.966255000000046,1.09,POINT (94 239)
Armani,114,2020-05-31,23700,12,15.0,10.756204000000025,1.69,POINT (94 239)
Armani,114,2020-06-01,25540,12,15.9,11.267434999999978,0.95,POINT (94 239)
Armani,114,2020-06-02,34580,12,14.9,11.014922000000013,1.1,POINT (94 240)
Armani,114,2020-06-03,36080,12,14.9,10.202485000000024,0.08,POINT (94 240)
Armani,114,2020-06-04,33020,12,14.9,9.488230000000044,1.17,POINT (94 240)
Armani,114,2020-06-05,3820,12,15.3,11.030995000000019,1.19,POINT (94 240)
Armani,114,2020-06-06,37340,12,15.3,10.546036500000014,1.19,POINT (93 239)
Armani,114,2020-06-07,20380,12,16.0,10.258874999999989,1.26,POINT (93 239)
Armani,114,2020-06-08,17560,12,16.2,11.029194000000018,1.22,POINT (93 239)
Armani,114,2020-06-09,45940,12,15.9,10.728018500000019,0.85,POINT (93 239)
Armani,114,2020-06-11,42740,12,15.0,9.84426000000002,1.59,POINT (93 239)
Armani,114,2020-06-12,27540,12,15.0,9.978950000000054,1.57,POINT (93 239)
Armani,114,2020-06-13,5900,12,15.1,9.984958000000006,1.3,POINT (93 239)
Armani,114,2020-06-14,2980,12,15.0,9.853077999999982,1.21,POINT (93 239)
Armani,114,2020-06-22,16360,12,15.5,9.8543545,1.33,POINT (95 240)
Armani,114,2020-06-23,31500,12,15.5,9.803524000000039,1.37,POINT (95 240)
Armani,114,2020-06-24,16720,12,15.5,9.80642499999999,1.14,POINT (95 240)
Armani,114,2020-06-25,27960,12,15.5,9.09208000000001,1.05,POINT (95 241)
Armani,114,2020-06-26,5240,12,15.5,9.626915000000054,0.46,POINT (95 240)
Armani,114,2020-06-27,3600,12,15.5,10.08483000000001,0.79,POINT (96 240)
Armani,114,2020-06-28,3080,12,15.5,9.365385000000003,0.55,POINT (96 241)
Armani,114,2020-06-30,1440,12,15.2,9.405021000000033,1.11,POINT (95 239)
Rodney,115,2020-01-18,6190,12,14.2,13.951774999999998,0.94,POINT (91 236)
Rodney,115,2020-01-19,19020,12,14.9,14.676215000000013,0.83,POINT (89 232)
Rodney,115,2020-01-20,15970,12,15.1,14.923155000000008,0.83,POINT (89 232)
Rodney,115,2020-01-21,29600,12,16.1,16.121590000000026,0.48,POINT (90 231)
Rodney,115,2020-01-22,5410,12,16.8,16.487950000000012,0.48,POINT (90 231)
Rodney,115,2020-01-23,21940,12,16.2,14.897784999999999,0.89,POINT (89 235)
Rodney,115,2020-01-24,10580,12,15.7,15.43709350000006,0.93,POINT (89 235)
Rodney,115,2020-01-25,21950,12,14.7,14.721171500000025,1.27,POINT (88 235)
Rodney,115,2020-01-26,24250,12,14.7,14.299810000000036,1.15,POINT (88 235)
Rodney,115,2020-01-27,22070,12,14.3,14.17358999999999,1.14,POINT (88 235)
Rodney,115,2020-01-28,19400,12,14.6,14.644187999999986,0.72,POINT (88 235)
Rodney,115,2020-01-29,26720,12,14.5,14.261865000000057,0.96,POINT (88 235)
Rodney,115,2020-01-30,18820,12,14.3,13.745150000000024,0.76,POINT (88 235)
Rodney,115,2020-01-31,19120,12,14.1,13.587840000000028,1.13,POINT (87 235)
Rodney,115,2020-02-01,21590,12,14.4,14.04594000000003,1.12,POINT (88 234)
Rodney,115,2020-02-02,47500,12,14.8,14.310375000000022,0.82,POINT (88 234)
Rodney,115,2020-02-03,35300,12,14.7,14.522361500000045,0.69,POINT (88 234)
Rodney,115,2020-02-04,12900,12,15.1,15.353556000000026,0.7,POINT (88 234)
Rodney,115,2020-02-05,38800,12,15.6,15.53263000000004,0.9,POINT (89 234)
Rodney,115,2020-02-06,23020,12,16.0,15.766915499999982,0.86,POINT (89 234)
Rodney,115,2020-02-07,38780,12,15.1,14.964800500000024,1.14,POINT (89 235)
Rodney,115,2020-02-08,38550,12,15.3,14.735884999999996,0.71,POINT (89 235)
Rodney,115,2020-02-09,29100,12,15.6,14.680245000000014,0.74,POINT (88 235)
Rodney,115,2020-02-10,29900,12,15.5,14.864070000000027,0.75,POINT (88 235)
Rodney,115,2020-02-11,18330,12,15.7,14.887155000000007,0.7,POINT (88 235)
Rodney,115,2020-02-12,13040,12,15.8,15.862897500000031,0.8,POINT (88 235)
Rodney,115,2020-02-13,12460,12,16.1,15.994880000000023,0.67,POINT (89 235)
Rodney,115,2020-02-14,23350,12,16.3,15.122175000000027,0.86,POINT (88 235)
Rodney,115,2020-02-15,42650,12,16.3,15.800650000000019,0.99,POINT (88 234)
Rodney,115,2020-02-16,9800,12,16.1,15.800900000000013,1.32,POINT (88 234)
Rodney,115,2020-02-22,16220,12,14.9,14.59523999999999,0.95,POINT (88 234)
Rodney,115,2020-02-23,10120,12,14.8,14.53179,1.56,POINT (88 234)
Rodney,115,2020-02-24,14400,12,14.9,14.950228500000037,2.03,POINT (87 234)
Rodney,115,2020-02-25,4410,12,15.0,14.874689999999987,0.75,POINT (89 233)
Rodney,115,2020-02-26,6340,12,14.4,14.45075300000002,1.52,POINT (87 235)
Rodney,115,2020-02-28,14250,12,4.8,14.337165000000027,1.63,POINT (87 234)
Rodney,115,2020-02-29,4070,12,15.0,14.640500000000031,1.28,POINT (87 234)
Rodney,115,2020-03-01,2340,12,15.2,14.59005000000002,1.44,POINT (87 234)
Rodney,115,2020-03-02,2880,12,14.5,14.265465000000063,1.19,POINT (86 235)
Rodney,115,2020-03-03,33250,12,13.4,12.794705000000022,3.61,POINT (84 237)
Rodney,115,2020-03-04,12370,12,13.0,14.211052999999993,1.12,POINT (84 237)
Rodney,115,2020-03-05,13550,12,15.5,13.847870000000057,1.01,POINT (83 237)
Rodney,115,2020-03-06,2120,12,14.4,16.100767500000018,1.11,POINT (84 232)
Rodney,115,2020-03-08,3300,12,16.0,15.38864000000001,0.76,POINT (89 234)
Rodney,115,2020-03-09,800,12,16.0,15.99174000000005,0.68,POINT (90 234)
Rodney,115,2020-03-10,1060,12,12.2,13.972058000000004,1.16,POINT (86 238)
Rodney,115,2020-03-11,2700,12,15.1,13.652215000000012,1.11,POINT (83 237)
Rodney,115,2020-03-13,3050,12,12.0,15.805811000000006,1.18,POINT (83 237)
Rodney,115,2020-03-14,1090,12,11.9,13.57524950000004,1.81,POINT (84 237)
Rodney,115,2020-03-15,2150,12,12.0,11.103650000000016,1.32,POINT (83 238)
Rodney,115,2020-03-16,11050,12,11.9,11.169994999999972,1.28,POINT (83 238)
Rodney,115,2020-03-17,2930,12,12.0,13.326519000000019,1.58,POINT (84 238)
Rodney,115,2020-03-18,9250,12,11.2,11.189754999999991,1.7,POINT (84 238)
Rodney,115,2020-03-21,5550,12,12.0,13.048122000000035,1.35,POINT (84 238)
Rodney,115,2020-03-22,4900,12,11.9,15.787162500000022,1.08,POINT (84 238)
Rodney,115,2020-03-23,480,12,11.9,10.927650000000028,0.96,POINT (84 238)
Rodney,115,2020-03-25,4550,12,11.8,11.204650000000015,0.99,POINT (84 238)
Rodney,115,2020-03-28,4740,12,14.0,13.280560000000037,1.89,POINT (91 239)
Rodney,115,2020-03-29,10200,12,13.0,13.200600000000009,1.69,POINT (91 239)
Rodney,115,2020-03-30,18400,12,13.3,12.058060000000069,1.83,POINT (91 240)
Rodney,115,2020-03-31,2370,12,13.5,12.155545000000018,1.05,POINT (91 240)
Rodney,115,2020-04-01,52600,12,13.4,11.252860000000055,1.33,POINT (91 240)
Rodney,115,2020-04-02,1170,12,13.1,10.816175000000044,1.39,POINT (91 240)
Rodney,115,2020-04-03,48000,12,13.4,11.857920000000036,1.07,POINT (96 244)
Rodney,115,2020-04-04,38020,12,12.9,13.021335000000022,2.17,POINT (96 244)
Rodney,115,2020-04-05,43200,12,12.8,12.756870000000049,1.47,POINT (97 244)
Rodney,115,2020-04-06,32150,12,13.5,13.694065000000023,2.32,POINT (97 244)
Rodney,115,2020-04-07,23700,12,12.0,11.169455000000028,1.94,POINT (97 245)
Rodney,115,2020-04-08,43200,12,12.0,11.086585000000014,1.55,POINT (96 244)
Rodney,115,2020-04-09,28800,12,12.0,11.454050000000052,1.75,POINT (96 244)
Rodney,115,2020-04-10,38020,12,12.0,13.11799000000002,1.89,POINT (97 244)
Rodney,115,2020-04-11,32000,12,12.0,12.031794999999988,1.85,POINT (97 245)
Rodney,115,2020-04-12,27500,12,12.0,11.854566500000033,1.16,POINT (97 245)
Rodney,115,2020-04-17,38700,12,12.8,13.045104500000036,1.59,POINT (96 244)
Rodney,115,2020-04-18,45350,12,12.1,11.915715000000034,1.12,POINT (96 244)
Rodney,115,2020-04-19,40970,12,13.3,14.393766500000027,1.54,POINT (96 244)
Rodney,115,2020-04-20,48500,12,12.2,13.390409500000032,1.81,POINT (96 244)
Rodney,115,2020-04-21,22710,12,12.9,12.397860000000037,1.48,POINT (96 244)
Rodney,115,2020-04-22,53380,12,13.3,12.540585000000021,1.97,POINT (98 246)
Rodney,115,2020-04-23,46860,12,12.8,11.135650000000055,0.38,POINT (96 246)
Rodney,115,2020-04-24,48700,12,13.3,13.654899999999998,2.39,POINT (98 246)
Rodney,115,2020-04-25,41500,12,13.7,10.035410000000013,1.63,POINT (98 246)
Rodney,115,2020-04-26,48700,12,13.0,12.17349999999999,2.14,POINT (98 246)
Rodney,115,2020-04-27,41160,12,11.6,13.294330000000002,1.29,POINT (98 246)
Rodney,115,2020-04-28,46040,12,11.5,13.302621499999987,1.28,POINT (98 246)
Rodney,115,2020-04-30,38960,12,9.8,8.450800000000072,0.7,POINT (97 245)
Rodney,115,2020-05-01,29220,12,10.5,8.378000000000043,0.54,POINT (97 245)
Rodney,115,2020-05-02,8910,12,9.7,9.035975000000008,1.41,POINT (98 246)
Rodney,115,2020-05-03,23410,12,10.4,13.233134000000064,1.2,POINT (99 246)
Rodney,115,2020-05-04,24080,12,10.0,13.117865000000052,1.39,POINT (98 246)
Rodney,115,2020-05-08,2300,12,10.0,13.340716000000043,1.34,POINT (98 246)
Rodney,115,2020-05-10,11750,12,9.8,11.479388000000029,1.67,POINT (95 243)
Rodney,115,2020-05-11,26300,12,10.0,9.807185000000004,0.64,POINT (95 243)
Rodney,115,2020-05-12,15880,12,9.9,9.096650000000011,1.06,POINT (95 243)
Rodney,115,2020-05-14,38960,12,9.3,10.782870000000003,1.19,POINT (94 242)
Rodney,115,2020-05-15,43820,12,8.7,10.911179500000003,1.17,POINT (95 243)
Rodney,115,2020-05-16,48700,12,8.9,10.269745499999999,0.76,POINT (95 243)
Rodney,115,2020-05-17,14580,12,9.2,8.66677500000003,1.12,POINT (95 243)
Rodney,115,2020-05-18,2300,12,9.0,10.138959,1.17,POINT (95 242)
Rodney,115,2020-05-19,38400,12,9.1,11.858893500000022,1.13,POINT (94 242)
Rodney,115,2020-05-20,29500,12,8.7,11.93776600000001,1.19,POINT (94 242)
Rodney,115,2020-05-21,4560,12,8.9,8.681100000000015,1.15,POINT (94 242)
Rodney,115,2020-05-22,6070,12,8.9,8.613855000000058,0.74,POINT (93 241)
Rodney,115,2020-05-23,29570,12,9.0,11.123137000000042,1.29,POINT (94 241)
Rodney,115,2020-05-25,5010,12,8.5,11.903212499999995,1.31,POINT (94 241)
Rodney,115,2020-05-26,37170,12,8.6,8.851492500000063,1.31,POINT (94 242)
Rodney,115,2020-05-27,10180,12,8.8,9.311275000000023,1.26,POINT (94 241)
Rodney,115,2020-05-29,49590,12,11.0,10.96133850000001,1.16,POINT (94 239)
Rodney,115,2020-05-30,39720,12,11.7,10.966255000000046,1.09,POINT (94 240)
Rodney,115,2020-05-31,46790,12,11.5,8.414560000000051,1.37,POINT (93 239)
Rodney,115,2020-06-01,30720,12,11.1,9.91522500000002,1.16,POINT (93 239)
Rodney,115,2020-06-02,37720,12,11.5,11.189780000000042,0.26,POINT (94 239)
Rodney,115,2020-06-03,38800,12,11.5,10.202485000000024,0.08,POINT (94 240)
Rodney,115,2020-06-04,47390,12,10.8,9.488230000000044,1.17,POINT (94 240)
Rodney,115,2020-06-05,6040,12,10.3,10.50037500000002,1.19,POINT (94 241)
Rodney,115,2020-06-06,17720,12,10.2,10.110866500000043,1.19,POINT (93 240)
Rodney,115,2020-06-12,26920,12,10.2,9.978950000000054,1.57,POINT (93 239)
Rodney,115,2020-06-13,30130,12,10.1,9.662143000000015,1.3,POINT (93 240)
Rodney,115,2020-06-14,11730,12,9.6,8.340025000000026,1.21,POINT (94 240)
Rodney,115,2020-06-15,5580,12,9.2,8.075230000000033,1.24,POINT (93 240)
Rodney,115,2020-06-16,2040,12,10.4,9.907520000000034,1.21,POINT (94 238)
Rodney,115,2020-06-17,3390,12,11.1,9.975307000000043,1.2,POINT (94 239)
Rodney,115,2020-06-18,23350,12,11.5,10.828850000000045,1.41,POINT (96 240)
Rodney,115,2020-06-19,38130,12,11.5,10.615584000000013,0.14,POINT (96 240)
Rodney,115,2020-06-20,29780,12,11.4,10.293364999999994,1.16,POINT (96 241)
Rodney,115,2020-06-21,21790,12,11.0,9.66348000000005,1.21,POINT (95 241)
